ciudad,clave,estado,Tasa homicidios Por cada cien mil habitantes,Robo de mercancias: Pesos 2012 por cada millon de pesos de PIB,safetyperception,mtCO2e,Proporcion del area del municipio con acuiferos sobreexplotados,waterpc,"cap tratamiento de agua l/s por cada 1,000 hab","indice, 
Valores de 0-3, en funcion a si mide, publica datos y tiene un Proaire",goodtrash,"Aprovecha biogas Si=1, No=0",fuelpergdp,rend academico Ò% de alumnos de educacion basica y media superior en niveles Bueno y Excelente en Matematicas de prueba ENLACE,accessgoodschools,mortalidad diabetes Por cada 10 mil habitantes,mort infantil Decesos de menores de un a–o por cada mil nacidos vivos,Por cada 10 mil habitantes,acceso inst salud % de la PEA,crec accesso salud Tasa de cambio (%) entre 2008 y 2012, crec pob calificada Tasa de cambio (%) entre 2008 y 2012,viviendas drenaje Por cada 100 viviendas habitadas,Viv piso tierra Por cada 100 viviendas habitadas,Vic deshabitads Por cada 100 viviendas,personas dejaboj linea de bienestar % PEA,Desigualdad en ciudades Coeficiente de Gini salarial (menos es mejor),Mujeres en la PEA como % del total de mujeres en edad laboral,Por cada 100 mil habitantes,inf,percentemployedformal,crecimiento empleos sector formal Tasa de cambio (%) entre 2008 y 2012,citygrowth,popdensity,minwage,Productividad media del trabajo Miles de pesos de 2012 por trabajador (descontando el efecto del sector minero),pob ocupada sin ingresos % poblacion ocupada,crecimiento pob ocupada sin ingresos Tasa de cambio (%) entre 2008 y 2012,sectores con crecimiento % PIB en sectores que crecen a una tasa de crecimiento superior al promedio,stategdpchange,wagechange,% de la PEA,viviendas con telefono moviles % de viviendas habitadas,viviendas con compu % de viviendas habitadas,Twits por hora por cada mil habitantes,muertes rel con transporte Por cada 100 mil habitantes,"sitema transporte masivo Dummy
(0=no hay, 1=aprobado proy ejecutivo (BANOBRAS), 2=en construccion (o <250 mil hab), 3=listo)
",uso servicio fin Por adultos,"accesso servicio fin Por cada 10,000 adultos",FDI Dolaes per capita (promedio 3 a–os),"cd frontera o pueblo Dummy (0=ninguna, 1=puerto, 2=frontera)",firmsper1000pea,population,gdpcity,gdppc
Morelia,24,Michoacan,14.02874342,0.114052051,60.72841748,,0,112.1369767,1.106695871,1,0.93299669,0,7.927182234,0.45623256,0.31441048,9.147668232,12.61379187,10.15634648,0.376261331,-0.02463345,-0.053743687,79.23409172,2.853010489,27.28992437,0.03088828,0.347574889,0.439768903,3.246320792,152041,0.480814083,-0.10212355,1.135051271,8197.875494,6080.173828,220.5192115,0.057836057,0.094603983,0.502180303,0.017525947,-0.058228894,0.055006438,0.915899742,0.410060712,3.114922093,10.08678246,0,1.620567256,5.616855868,8.023049957,0,29.05215059,862514.8836,68421662.83,79.32809523
Uruapan,67,Michoacan,18.25377372,0.065473115,60.72841748,,0,83.4480031,1.287037902,0,0,0,13.23846752,0.515624054,0.395833333,9.248578685,10.56910569,4.107099087,0.303825834,0.027288014,0.090911008,74.98299978,5.362341622,16.09228628,0.036362226,0.309256271,0.378496189,2.738066058,65857,0.406832634,-0.031847003,0.690042492,7211.226882,5419.381348,136.8392878,0.023291842,-0.094171349,0.562663234,0.017525947,-0.015250916,0.043102037,0.868225914,0.271644698,1.663121606,23.42567627,2,1.311770844,4.246617939,4.837250036,0,31.83741715,328699.1552,15890690.5,48.34417809
Cuautla,28,Morelos,21.32351826,0.10155882,77.80600789,,0.000166666,86.96484029,1.656354625,0,0.780705519,0,10.97409583,0.484055522,0.358695652,8.529407306,9.989594173,4.858244883,0.261743877,0.043434678,0.068280218,66.2401002,5.397357706,30.3576381,0.03542785,0.270626211,0.406558455,4.836261875,150281,0.301174621,-0.146500817,0.327943128,4776.62009,5014.239258,96.16361906,0.332739667,0.059748896,0.29947619,0.026316083,0.016662808,0.029960756,0.679322328,0.240846041,2.315543564,16.70708648,2,1.182389737,4.563928609,16.57518842,0,9.770400108,454896.7895,21331293.59,46.89260089
Cuernavaca,27,Morelos,40.84167634,0.575595275,77.80600789,1.13,0.001199526,203.3000641,0.863503685,1,0.954138102,1,5.248958039,0.419376468,0.290697674,8.230688973,10.46575342,4.967511779,0.339792235,0.007627768,-0.006572767,66.95943518,2.88203318,28.41823133,0.027622922,0.339506391,0.425126926,2.701993855,202474,0.413905397,-0.091366431,0.186697811,5300.653295,5664.359375,260.5623805,0.383456405,-0.015746754,0.498837937,0.026316083,-0.065810066,0.057325136,0.754937109,0.359544113,4.503323091,10.39228406,0,1.494394079,5.519668322,34.80375931,0,21.43689405,962252.3736,95633877.48,99.38544201
Tepic,29,Nayarit,17.05765297,0.212572281,45.15158318,,0,108.3139887,2.207329738,0,0.929464555,0,9.181511886,0.44243567,0.247058824,7.479124765,8.38887612,8.528826486,0.384309192,0.010025861,-0.020072821,68.5526138,1.062746644,20.19993795,0.053705089,0.359200873,0.525394521,5.029820748,110962,0.466187514,-0.070277745,-0.051537499,9293.311688,6268.490234,151.1577849,0.083178186,0.178910563,0.541133362,0.020927492,-0.050500136,0.057613057,0.842073664,0.492140648,1.574552582,21.43141014,2,2.241486183,5.621539044,132.153073,0,28.88813329,457272.7569,33526699.51,73.31882121
Monterrey,30,Nuevo Leon,35.12570513,0.114671313,58.94608192,,0.015846565,38.69178683,1.171360222,1,1,1,1.827085645,0.468690852,0.320723684,6.323559257,9.341038782,1.638578016,0.550039825,0.022560227,-0.015723551,95.04895699,0.674611633,18.5818962,0.014187382,0.288637756,0.448518587,2.097752795,748096,0.610849659,-0.027607541,0.77567993,6515.684408,5657.396973,505.7785367,0.290509227,0.142669453,0.247917209,0.034312128,-0.05794696,0.05483844,0.707668302,0.462409706,14.65629952,11.32786509,3,1.986800322,10.04820224,592.0697487,0,25.42725378,4290305.332,1148779826,267.7617879
Oaxaca,31,Oaxaca,13.22395824,0.065499165,51.92356626,1.54,0,75.11981588,0.070268462,0,0.010630976,0,17.66008964,0,0,7.8399181,10.75186823,11.17739327,0.356373585,0.000881344,-0.013259447,52.15593265,3.952769097,19.78054765,0.047754581,0.377987089,0.509954421,3.148561486,142716,0.412345537,-0.096664739,0.53710982,4523.197679,6026.045898,129.0713287,0.201003059,0.034407507,0.434141395,0.019530159,-0.01991861,0.042633795,1,0.46183112,4.481452515,18.10422854,1,2.312956814,4.603611159,8.217745478,0,22.11911445,635210.7173,32743547.27,51.54753593
Tehuantepec-Salina Cruz,32,Oaxaca,10.80399183,0.002422344,51.92356626,,0,1.969202656,1.414574352,0,0.282903585,0,0.544516722,0,0,12.72470149,8.353221957,5.582062446,0.374263,0.067593054,0.13931631,55.6716754,6.401630443,19.0320654,0.055241771,0.44400225,0.451685309,1.200443537,30322,0.443408348,-0.008658034,0.543136592,3687.702857,5813.203613,85.2869818,0.152593708,-0.11867717,0.213441972,0.019530159,0.075397726,0.035429098,0.878369015,0.265161724,0.88032526,14.40532244,2,1.510034883,4.453227402,157.5582142,1,16.78499973,166605.0871,154638244.4,928.1724053
Puebla-Tlaxcala,33,Puebla,6.14321633,0.127617213,54.48760903,3.55,0.060977748,56.15650659,0.841757605,2,0.993844345,1,3.900561017,0.45733672,0.32805995,9.541292563,14.85643151,4.598636224,0.297788675,0.019306131,-0.026759269,86.09652995,2.007433946,18.94109115,0.049508903,0.29303781,0.435513968,2.071141506,803321,0.354199443,-0.10592419,0.618987054,4451.460824,5639.359863,280.902231,0.191059679,0.00807064,0.261471817,0.028096621,-0.009793405,0.052234297,0.689435181,0.29907397,8.219038382,13.79590867,2,1.40803512,4.966419958,139.6862081,0,15.35195825,2848670.641,370598322.6,130.095181
Tehuacan,34,Puebla,8.436487883,0.276944967,58.15810079,,0,54.39022091,0,0,1,0,6.976775202,0.462736139,0.217054264,7.949767428,13.18587835,4.023555759,0.267076012,-0.030571539,-0.073402553,86.19238736,5.541035652,18.5847228,0.047450871,0.284242816,0.54757462,4.218243941,86604,0.339938722,-0.131354265,0.534135237,4589.565621,4874.995605,142.5687355,0.164603753,0.118521463,0.235554338,0.029223043,0.018030245,0.038628937,0.67218554,0.206086283,2.985218789,18.49537728,2,1.347283182,3.858990749,69.11430458,0,13.98027521,308185.1164,19472431.9,63.18420606
Queretaro,35,Queretaro,5.981947414,0.157079544,40.20616521,,0.552853483,82.55563699,0.892065798,2,0.854760026,0,4.4396134,0.388943685,0.176360225,5.973277925,11.57947351,6.554133689,0.503714121,0.026453506,-0.003360738,77.09101131,2.079867804,20.66211114,0.021289815,0.315327434,0.402512943,2.687541592,182963,0.593741465,-0.038212523,0.907455439,8698.263559,5594.874023,467.8448306,0.30909648,0.045728476,0.316012717,0.042669566,-0.006131811,0.054707457,0.801256329,0.401732081,10.36292919,20.37329917,1,1.669729099,7.850647915,354.894202,0,27.38101485,1153470.521,223625095.4,193.8715306
San Juan del Rio,68,Queretaro,6.704282593,0.057589421,40.20616521,,0.968772411,94.720309,1.636552278,3,1,0,0.121257787,0.359722196,0.105960265,7.335273896,11.28970532,7.059215201,0.461576181,0.028750897,-0.038823278,76.45818509,1.762445723,22.33014595,0.030725326,0.277855071,0.405068347,2.76058695,42901,0.551024039,-0.051402538,0.19891607,4523.713355,5100.616211,546.1407512,0.308603602,0.065252247,0.25349329,0.042669566,-0.045883528,0.062911894,0.749853505,0.262068992,3.654491296,26.02839124,2,1.252990368,4.880433782,411.3274556,0,21.32041425,253569.2636,56741098.12,223.7696214
Cancun,36,Quintana Roo,12.23061748,0.027721388,64.98843733,,0,120.6730327,1.709341497,0,1,1,6.510793305,0.485648478,0.375366569,3.352499613,11.69754296,3.407100584,0.470743962,0.024765595,0.050413394,65.936656,1.488637501,24.68566769,0.027031076,0.350260322,0.499816017,1.419625243,178730,0.537080444,-0.044998642,5.514230449,5489.294976,5860.439453,232.8223333,0.155571326,0.116278414,0.297148907,0.041279665,0.021718864,0.051829822,0.90211336,0.357033587,13.66480298,8.845357284,1,1.956435322,7.43168369,202.853527,1,20.62878501,915734.6323,94860076.35,103.5890453
Chetumal ,76,Quintana Roo,8.089467425,0.201642158,64.98843733,,0,272.8783378,0.474535535,0,1,0,11.6194561,0.329758048,0.19205298,7.370403654,12.30628988,4.808738969,0.407420484,-0.033963557,0.01683477,67.53851699,3.218950054,16.82487188,0.039132512,0.382134795,0.492239058,3.145903999,101651,0.454749772,-0.124628697,1.836647273,5569.868374,6411.283203,88.31862191,0.102236764,-0.01536687,0.538237928,0.041279665,0.011097326,0.032045358,0.809492332,0.320919532,7.580130587,17.97659428,2,1.765546389,4.831985878,142.4195682,1,10.3114194,222511.558,17028477.78,76.52850906
Rioverde-Ciudad Fernandez,38,San Luis Potosi,14.29340886,0,62.85605149,,0,70.96163652,0,0,0,0,31.77829494,0.400829654,0.203296703,8.933380539,8.897362568,5.717363545,0.234118814,0.268053733,0.069407256,61.62223504,6.611723074,20.50731983,0.075120923,0.450066287,0.352072759,2.858681772,55824,0.287568437,0.021697594,-1.231012616,3674.769398,5274.339844,27.79305299,0.222532767,0.153476854,0.591419698,0.032767604,0.066320448,0.0281905,0.637876874,0.18938116,3.668641608,15.0080793,2,0.952250358,3.339432674,11.14885891,0,12.12948034,139924.6337,2250688.406,16.08500481
San Luis Potosi-Soledad,37,San Luis Potosi,22.76234121,0.195577755,62.85605149,,0.986424805,88.11175388,1.508632608,2,0,0,3.509069511,0.425470545,0.196043165,6.460081452,10.5640628,9.832962781,0.513979103,0.027867905,-0.021079984,71.37509707,1.011796989,18.64982972,0.03833149,0.393508737,0.478959049,4.423450923,197199,0.593044157,-0.036037668,1.000669031,7000.222028,6197.100098,413.8738553,0.247497271,0.145784784,0.24807152,0.032767604,-0.005900874,0.0412755,0.883552614,0.449471234,5.21598588,17.87811415,1,1.667062952,6.007938385,136.9703147,0,26.44663091,1085125.637,209700029.5,193.2495394
Los Mochis,69,Sinaloa,41.04246734,0.072942765,69.29736851,,0,124.7475511,2.143041233,0,1,0,11.71139214,0.455741248,0.316205534,5.973959135,7.690368129,3.329000129,0.402280586,0.009764981,0.054792707,79.64470675,2.562442032,20.64309759,0.037458266,0.347165154,0.462170026,2.736164489,78170,0.509567727,-0.075081241,0.881702366,7840.299419,6427.730469,181.5667787,0.077326056,0.283326468,0.482537804,0.017915739,-0.068679928,0.051402453,0.901069304,0.369935213,7.159630414,24.3974667,2,1.515619657,8.593035003,62.90898188,0,37.0357145,438570.1242,30508440.47,69.5634262
Culiacan,70,Sinaloa,51.10478157,0.37846497,69.29736851,2.8,0,178.5188264,2.307865818,0,1,1,8.417035983,0.44455804,0.279707495,5.253659657,8.056667027,6.520265234,0.466589326,0.009365773,-0.025099774,80.60209192,2.246783929,21.55235364,0.027094517,0.381654931,0.4625034,1.872373463,173371,0.542021413,-0.058813582,0.28968595,8130.089028,5933.368164,214.9047247,0.09195709,0.206313744,0.577442839,0.017915739,-0.016445881,0.043207162,0.939526306,0.44235787,9.215014492,24.2307154,1,2.850324189,8.156048637,84.45505712,0,25.86869269,907938.5251,85179312.7,93.81616745
Mazatlan,71,Sinaloa,23.7117958,0.17622548,69.29736851,,0,322.5391391,2.183459529,0,1,0,8.927166584,0.504500801,0.437007874,8.126679104,8.421052632,3.621437903,0.41295497,-0.020869693,-0.043933245,81.53939846,1.979100359,21.70859928,0.04245875,0.371079443,0.490255763,1.72449424,115184,0.477033021,-0.130632421,0.565138438,8745.885858,5929.241699,161.2655499,0.054029267,0.041698208,0.291637435,0.017915739,-0.009084051,0.036813035,0.86087598,0.420586043,2.040651517,11.42477434,2,2.469693048,5.777029897,74.99394325,1,27.56385868,463904.13,37014885.62,79.7899463
Ciudad Obregon ,72,Sonora,23.69872425,0.169981513,48.88962292,,0,233.4036545,2.389832683,0,0,0,9.175382485,0.557264852,0.504545455,6.342893842,10.01798099,3.833617158,0.455346538,0.011204275,-0.026432231,98.23610315,1.727088241,20.85407148,0.020738014,0.334438321,0.436470788,5.808510845,100218,0.553562837,-0.070661578,0.793658042,7393.317073,5702.516602,162.240962,0.117576308,0.043705477,0.263566616,0.031090827,-0.007996718,0.083772433,0.909993647,0.451492683,7.465872606,21.60766034,2,1.813709046,7.253007465,25.78978815,0,29.24790518,430402.9151,39834802.59,92.55235314
Guaymas,39,Sonora,15.87815358,0.062179841,48.88962292,,0.819969555,69.64074402,1.693820795,0,0,0,8.222567115,0.466424585,0.353741497,6.864966399,16.99507389,1.681216261,0.197225583,-0.159755955,-0.189600164,86.37461138,3.948769162,22.15911505,0.019076189,0.365132207,0.443808045,2.802027102,21112,0.384722991,-0.217437331,0.585365649,5997.346698,4726.715332,279.3929173,0.045871827,0.056365997,0.192893756,0.031090827,-0.040738011,0.015960356,0.861542632,0.419254685,4.140773384,27.08626198,2,1.826246507,8.194659947,21.99591275,1,44.9641182,214130.6912,16857730.45,78.72636264
Hermosillo,73,Sonora,9.269332335,0.05484792,48.88962292,,0.83087298,732.0650882,0.301539709,0,1,0,3.700465599,0.551898103,0.456043956,5.74217081,13.1043257,8.125713411,0.541342718,0.050629243,0.000204975,96.08013155,2.17273029,21.21459403,0.012505945,0.319561625,0.464154547,3.611428183,135074,0.611619722,-0.012381256,0.640098,6406.782546,6230.598633,500.398648,0.148380623,0.116963451,0.322446349,0.031090827,-0.01202594,0.054885389,0.956187195,0.558914266,28.98773021,16.13104588,1,2.081388843,7.920672446,61.9961838,0,30.20503553,830696.292,187609775.4,225.8464101
Cardenas,74,Tabasco,11.72053812,0.00598938,76.96128164,,0,86.06064212,1.382774781,3,0,0,0.089286038,0.438077666,0.268041237,7.110459795,11.0784144,3.125476833,0.243364464,0.116025522,-0.013635425,47.59020258,5.649497192,12.23987534,0.077221558,0.358081792,0.297240416,1.172053812,91155,0.280487805,-0.095188223,-0.002146593,2386.685208,4371.19873,44.74280526,0.116346989,0.212890657,0.042835909,0.040075822,-0.026939516,0.065418492,0.706054829,0.183609098,8.777380773,22.65970704,2,1.282622274,3.442945171,38.71684427,0,8.387553667,255960.9438,83538033.11,326.370234
Villahermosa,40,Tabasco,6.198142887,0.015749756,76.96128164,,0,92.97910261,0.702379032,1,0.898765173,0,3.842731345,0.52189028,0.41607565,10.82777615,15.03956058,11.96621055,0.420939867,-0.015680983,-0.024679062,47.90137217,2.285144643,17.29013111,0.044608158,0.412460595,0.438611907,2.909332376,136186,0.499840241,-0.086070337,0.345753578,7860.82206,6191.4375,240.526061,0.153893898,0.114435287,0.286994111,0.040075822,0.008019099,0.056024545,0.875464804,0.33737869,33.7735541,32.88810512,1,1.82327648,5.509066446,19.66961671,1,21.88285462,790559.3803,146890526.4,185.8058105
Tampico-Panuco,41,Tamaulipas,22.9431751,0.147016752,64.22448009,,0,91.60369421,2.225391651,0,0.935928299,0,2.440739813,0.456715825,0.268602541,8.275135484,11.39870269,5.23460791,0.475282589,0.006701525,-0.028300201,86.39573571,1.745105723,20.01017371,0.029439351,0.36893401,0.406231003,1.336495637,158818,0.548744555,-0.062363193,0.549194479,5555.031995,6132.490234,375.56463,0.204133009,0.131261852,0.226256914,0.020339782,-0.02500471,0.051442725,0.907089585,0.412123296,10.92956432,12.25121,1,1.728511004,6.789786115,153.4408366,2,23.88460357,897870.4958,224653507.6,250.2070272
Matamoros,43,Tamaulipas,20.06566827,0.069337078,65.68044139,,0,95.51515018,0.764945523,0,1,0,0.062929279,0.408809051,0.198380567,7.61315061,14.13938989,4.839367054,0.425613365,0.015552614,-0.021136921,89.22446043,0.65871554,24.0217534,0.025086943,0.358662561,0.44533502,1.180333428,115881,0.518892482,-0.032434302,2.036960161,5647.575618,5653.76416,158.5105248,0.048629304,0.029477313,0.187376745,0.016582768,-0.01961221,0.082521036,0.874134552,0.354152922,3.055752097,14.75416785,3,1.462479405,9.819577712,53.29205427,2,14.60421214,508330.9392,41951537.39,82.52800323
Nuevo Laredo,44,Tamaulipas,129.139382,0.101090249,65.68044139,,0,90.17275999,2.75378368,0,1,0,18.22615599,0.346849574,0.160427807,5.844993307,14.09718056,2.972453861,0.410515817,0.004508407,0.033958348,89.49923141,0.454099778,23.16534174,0.027365114,0.273534713,0.365512669,0.499572078,79550,0.447285411,-0.082422415,0.501116367,3824.648939,5432.503906,184.2165593,0.139780165,0.100558372,0.508979389,0.016582768,-0.023110062,0.061802916,0.728960619,0.401155898,1.748502271,18.73395291,2,1.661196598,9.945992314,45.16131581,2,27.41726258,400342.6312,28265733.07,70.60385496
Reynosa-Rio Bravo,42,Tamaulipas,14.13551502,0.161489871,65.68044139,,0,79.39433159,1.6067601,0,1,0,3.19767775,0.380643959,0.195599022,7.223377858,11.7435069,2.891944816,0.429423453,-0.005567412,-0.134447204,81.40478636,0.552631052,26.49909566,0.016256716,0.258395143,0.443296671,0.907785368,152401,0.489811359,-0.092411175,1.043190841,5193.557603,5874.002441,239.2066955,0.150424317,0.317483654,0.264231891,0.016582768,-0.087097017,0.054860878,0.805558462,0.310290328,3.466875549,16.59950387,1,1.682518864,12.41233276,155.7630008,2,17.39576148,771107.3835,179077801.1,232.2345823
Ciudad Victoria,75,Tamaulipas,48.9923328,0,65.68044139,,0,26.56011339,2.672617904,0,1,0,0.196389915,0.402869393,0.171779141,9.326251304,10.08533747,16.70461468,0.523955839,0.018720874,-0.017627491,92.43769894,0.943029423,16.12263247,0.02733127,0.297458643,0.529039707,2.656210815,71803,0.575687558,-0.039874908,0.423748078,6866.674167,6577.642578,128.6404801,0.110724374,0.108781226,0.629346089,0.016582768,-0.089631266,0.059757636,0.890517107,0.516718871,20.36428291,18.88861024,2,2.322930182,6.563988097,41.3778618,0,22.09726798,338828.5279,23225785.28,68.54731338
Tlaxcala-Apizaco,45,Tlaxcala,5.542521552,0.086598193,51.00064185,,0,75.614469,1.054491964,1,0.957941882,0,5.860494707,0.483998461,0.449324324,9.84275379,14.64897734,9.556071641,0.312488373,0.126850022,0.057400238,86.66122718,1.756918872,20.79902488,0.064936328,0.371584353,0.446624441,1.33785003,137253,0.370240198,-0.019939764,0.353768736,2028.286642,5967.378418,198.5602204,0.167211911,0.107793116,0.290376888,0.021907779,0.002756548,0.078550168,0.734714154,0.289708569,5.173020115,20.25887188,3,1.283749052,3.980114418,66.1471279,0,11.81275473,523227.555,46967111.78,89.76421699
Veracruz,46,Veracruz,13.57670964,0.177767595,62.04053813,,0,100.9837886,3.416540025,0,0.87676689,0,3.49028514,0.569576041,0.477137177,10.0396195,11.63285572,5.633143562,0.389669449,0.016128432,-0.022279832,70.446606,2.856471576,25.9631568,0.044973385,0.348915123,0.410395673,1.310033387,206776,0.434440241,-0.058803152,1.458531337,10452.94269,5465.961426,363.5168008,0.246490141,0.038503328,0.478126824,0.023769432,0.044699577,0.038935401,1,0.391852706,15.67276306,1.786409164,1,1.794405502,7.223194104,-5.871331451,2,27.26424394,839673.2566,177463552.5,211.3483442
Cordoba,52,Veracruz,8.29604649,0.395576546,62.04053813,,0,22.84327315,0.053404339,0,0,0,8.858817825,0.447320827,0.25,10.72340824,12.93640898,2.150826868,0.309250002,-0.05898566,0.034695078,71.95003725,4.97671125,14.9818211,0.069651412,0.336863408,0.392371294,1.536304906,63203,0.388438948,-0.162786238,1.566657897,7353.001396,5280.581055,270.1767026,0.187407472,-0.090397921,0.490456153,0.023769432,0.030968013,0.023434473,0.873254216,0.302533745,2.27373126,1.229043924,2,1.436264662,4.526647974,-2.427361751,0,31.00343013,325456.2283,28596151.88,87.86481681
Orizaba,49,Veracruz,2.728637021,0.227094795,62.04053813,,0.0010086,107.4813612,0.009177594,0,0.975893431,0,7.714483169,0.417812328,0.219435737,11.55123005,13.48617667,5.07071713,0.401483309,0.066014882,0.097153031,69.08763501,7.472542696,14.48963644,0.048353931,0.345853147,0.355187659,2.501250602,82344,0.416169766,-0.059854983,0.625813912,5898.509522,5147.559082,295.7159321,0.170028573,-0.052584795,0.466746528,0.023769432,-0.012515177,0.016882402,0.774972213,0.302606163,4.092955531,2.501250602,2,1.133184794,2.931843521,-2.660421095,0,22.24963928,439780.0041,42450810.1,96.52737665
Xalapa,47,Veracruz,14.25056819,0.088432303,62.04053813,1.64,0,89.95532423,1.429542998,0,0.981510387,0,10.62202124,0.47980405,0.28,9.903425166,11.21465803,9.27006658,0.397460356,0.026787672,-0.02940329,70.29607869,2.536382649,17.59288307,0.054667486,0.361889743,0.485931971,2.159176998,210818,0.466654861,-0.034817299,0.89463519,8408.41428,5791.771973,97.95567013,0.061762064,-0.070238995,0.519835844,0.023769432,-0.087846295,0.028211432,0.953802,0.435672251,10.25848983,10.07615933,0,1.706382982,2.947586314,-1.511423899,0,14.00614628,694709.142,39848820.72,57.36043807
Poza Rica,48,Veracruz,8.15994911,0.017399189,62.04053813,1.09,0,72.23603265,0.054694184,0,0.750059326,0,5.01965646,0.398635144,0.224137931,12.10708728,15.07251872,3.28295627,0.288736403,-0.006313479,-0.05916341,59.71883976,13.05405817,12.48431867,0.103460994,0.440892924,0.292746234,1.897662584,146475,0.325096415,-0.154616777,0.593211821,8416.948041,5500.783203,79.59296535,0.16223028,-0.035203577,0.396800444,0.023769432,0.001086692,0.011784044,0.78463923,0.263170776,5.794196422,16.69943074,0,1.24326761,3.86000239,-3.624535535,0,15.89115696,526964.0707,63852801.99,121.1710732
Coatzacoalcos,51,Veracruz,10.28892211,0.014835511,62.04053813,,0,9.375261904,0.506347639,0,0,0,1.085381726,0.460259311,0.308080808,10.14988262,14.22854602,4.755150488,0.564260596,0.036217752,0.096981714,73.26844174,2.148607722,20.05927338,0.076593312,0.501479816,0.432841762,3.058868735,54958,0.650900729,-0.047351378,0.52909102,5241.615094,5958.57666,287.9755836,0.157576797,0.0549819,0.281047224,0.023769432,-0.02814833,0.02190688,1,0.378845432,11.4753924,14.18202777,2,1.928146967,5.395231328,-14.90503311,1,23.00036035,359610.0701,191983202.7,533.8649239
Minatitlan,50,Veracruz,11.42188491,0.013647051,62.04053813,,0,37.7705096,0.206054661,0,0,0,0.665265966,0.384338651,0.185819071,7.913734543,10.35140289,2.529131658,0.44577197,-0.089586832,-0.022396345,71.07540902,5.362361652,14.95264761,0.045877852,0.436598777,0.301266042,1.631697844,38731,0.525547266,-0.153769602,1.027717668,4294.946937,6122.128906,277.5155399,0.088897872,-0.141794126,0.209851501,0.023769432,0.019333045,0.017795264,0.879564499,0.267071767,2.955186095,3.807294969,2,1.379161889,3.469823111,-8.838363321,1,19.52786601,367715.1393,116704918.1,317.3786053
Merida,53,Yucatan,1.963543479,0.115248113,33.49315358,,0,170.2441657,0.090399412,0,0.846912029,1,5.715462673,0.475470888,0.296146045,7.981804242,11.71803479,6.371698589,0.456620873,0.008022299,-0.017620774,1.985350439,0.523095672,20.61189416,0.053528931,0.400647901,0.493294656,5.792453263,232005,0.511537571,-0.064258885,1.721880448,4305.894327,6081.498047,249.8771066,0.130961955,0.06934357,0.254578038,0.024443274,-0.01877353,0.023031181,0.916108188,0.403785132,30.212389,16.39558805,1,1.896194183,5.851847682,34.74490186,0,29.01677819,1018566.699,121875288.1,119.6537136
Zacatecas-Guadalupe,54,Zacatecas,43.11935018,0.245875054,72.06014714,,0.886459571,87.22548977,1.007133657,0,1,0,6.935671021,0.482859438,0.326797386,8.100277926,9.054475286,10.19464636,0.481847112,-0.014305004,-0.048901427,89.39577008,0.446279021,21.46969873,0.053277895,0.372587041,0.470327915,6.159907168,54466,0.553132487,-0.125003554,0.944027534,7923.746162,6474.895996,122.1868689,0.223860392,-0.010737177,0.335877983,0.050515648,-0.00369542,0.056282084,0.899438911,0.523512998,3.839675468,26.79559618,2,1.851885155,6.770385771,82.45035745,0,34.39331645,324680.2176,17478027.67,53.83151397
