zip,total,sub10k,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-60,60-75,75-100,100-125,125-150,150-200,above200
14036,2092,63,61,119,105,161,207,125,144,85,151,248,305,153,88,49,28
14037,330,25,8,0,15,20,7,21,0,8,10,46,73,70,27,0,0
14039,42,0,3,0,0,0,5,3,3,15,0,0,6,7,0,0,0
14040,854,37,20,36,27,19,66,41,42,26,76,116,188,101,38,13,8
14041,103,3,4,0,3,16,9,8,0,20,11,23,0,0,0,6,0
14042,1636,142,158,166,165,118,120,94,58,76,103,179,147,62,0,45,3
14043,10698,532,526,615,638,603,811,522,521,499,1038,1399,1433,819,374,202,166
14047,2555,85,170,88,141,70,136,78,86,139,136,442,447,256,144,84,53
14048,6447,740,543,505,521,251,337,294,404,442,466,535,680,429,141,94,65
14051,7459,232,147,86,67,126,112,161,178,124,378,730,1033,1315,598,968,1204
14052,6627,211,176,309,186,260,224,257,331,285,419,750,956,838,466,553,406
14054,530,36,22,28,33,28,18,13,50,44,41,52,88,52,16,5,4
14055,563,33,10,28,48,14,24,29,36,35,28,75,84,55,25,24,15
14057,3164,88,70,115,119,140,164,144,143,182,300,375,539,399,266,81,39
14058,787,15,35,17,18,49,36,28,45,38,30,103,192,84,21,51,25
14059,3936,120,198,97,56,192,121,221,101,188,327,336,726,389,327,359,178
14060,234,5,19,23,5,29,7,0,22,20,50,14,24,11,0,5,0
14061,132,16,6,0,6,1,6,5,7,2,20,27,15,16,0,5,0
14062,1339,55,72,73,41,85,48,36,126,76,134,209,189,134,41,20,0
14063,5343,492,220,269,515,367,186,252,222,188,480,515,661,397,224,267,88
14065,745,20,112,42,51,63,37,46,45,29,59,87,91,46,14,3,0
14066,473,15,16,14,20,15,59,32,18,64,44,45,54,45,13,19,0
14067,1965,89,73,71,87,86,144,95,111,219,121,228,239,196,75,93,38
14068,2748,198,126,187,128,101,81,140,72,88,198,150,387,386,125,225,156
14069,362,0,0,0,30,25,39,37,17,27,0,47,50,41,11,38,0
14070,1966,105,91,105,162,151,171,97,160,47,163,207,305,96,52,42,12
14072,7946,202,195,327,274,269,366,454,220,217,704,648,1094,1334,671,561,410
14075,17873,658,617,1070,666,927,986,636,835,743,1436,1877,2544,1964,1069,1101,744
14080,1751,95,54,78,64,53,127,110,63,72,156,225,290,112,113,103,36
14081,1244,85,82,59,58,80,67,45,46,54,129,104,232,82,68,18,35
14082,150,4,5,8,24,4,5,5,16,16,5,9,25,18,6,0,0
14085,2547,74,0,46,10,37,42,90,118,99,147,362,563,336,261,248,114
14086,12150,248,387,335,549,483,562,314,454,478,1129,1045,1783,1447,1224,1112,600
14091,409,19,5,15,40,16,10,8,18,33,48,64,35,74,24,0,0
14092,4980,226,188,279,212,164,282,222,183,110,490,583,624,528,279,347,263
14094,20596,1267,1093,1183,1224,1178,1205,1196,983,946,1584,2169,2713,1709,991,755,400
14098,1119,39,37,75,30,42,65,49,46,80,106,191,175,77,15,67,25
14101,731,23,35,30,44,44,27,46,65,21,75,142,95,42,14,13,15
14102,534,9,0,34,9,0,20,24,16,25,27,49,75,131,47,68,0
14103,4111,291,252,229,314,353,234,169,207,224,434,328,537,247,155,95,42
14105,1683,79,78,58,82,100,50,63,141,88,146,245,229,147,89,82,6
14108,2139,75,136,84,83,65,197,126,73,116,188,258,318,189,164,26,41
14109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14111,1217,58,34,53,92,53,62,53,91,44,116,139,217,118,63,24,0
14112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14113,259,0,13,24,3,35,5,29,16,10,6,28,47,25,0,5,13
14120,18976,1015,787,1453,858,1168,862,935,904,797,1577,1741,2743,1729,1218,653,536
14125,1437,21,88,67,115,96,91,80,65,82,87,207,180,160,49,45,4
14126,376,47,18,28,27,27,0,23,16,8,82,50,16,25,9,0,0
14127,11910,129,186,429,437,391,586,428,515,450,1040,1034,1599,1437,1075,989,1185
14129,606,38,58,33,41,24,14,33,47,16,75,62,94,39,16,12,4
14130,88,3,5,13,3,6,12,0,3,13,11,6,3,10,0,0,0
14131,1998,88,56,61,146,94,62,95,125,77,214,258,276,125,139,138,44
14132,2530,73,79,242,76,104,100,99,82,115,265,333,313,209,209,208,23
14134,40,0,0,0,0,0,0,13,0,0,6,0,17,0,0,0,4
14135,67,0,10,0,0,13,4,0,16,0,0,19,0,5,0,0,0
14136,2094,80,161,135,148,98,202,106,115,52,153,272,358,118,50,35,11
14138,807,34,53,72,29,61,31,34,53,69,71,97,123,47,18,4,11
14139,871,23,13,27,9,101,34,24,14,40,119,78,213,66,50,45,15
14141,3197,188,114,190,232,132,165,172,238,182,388,301,321,269,186,53,66
14143,445,15,47,18,6,32,33,22,19,30,38,65,33,50,17,10,10
14145,602,20,19,34,34,22,16,24,38,36,59,45,166,56,21,12,0
14150,18803,1125,892,1108,1138,933,1111,801,1250,712,1792,2210,2713,1508,832,494,184
14167,723,56,23,36,15,19,36,78,10,40,73,90,128,55,30,29,5
14168,31,0,8,0,0,0,0,0,7,3,0,0,13,0,0,0,0
14169,137,32,7,0,35,0,14,8,0,8,28,0,0,0,0,0,5
14170,885,63,54,45,10,19,18,45,20,0,100,79,153,97,126,38,18
14171,836,20,24,33,94,90,54,59,57,40,86,84,62,94,26,4,9
14172,1215,39,64,100,72,51,55,33,20,42,117,87,200,143,51,122,19
14173,169,0,0,25,37,0,8,45,0,0,0,29,25,0,0,0,0
14174,2288,104,46,66,134,114,81,84,115,68,176,303,408,260,90,105,134
14201,6054,1503,629,636,428,423,326,280,227,215,384,265,260,213,124,90,51
14202,1732,161,135,183,67,73,87,40,163,41,165,114,177,79,52,58,137
14203,955,234,122,48,22,87,41,29,50,24,42,55,128,28,31,5,9
14204,4288,863,538,266,459,428,160,127,212,139,354,347,158,125,33,64,15
14206,9313,1230,781,705,758,657,651,501,518,337,667,1048,846,380,131,72,31
14207,9340,1832,1006,905,933,715,490,412,535,266,541,639,661,151,125,87,42
14208,4120,792,541,430,433,252,278,140,211,212,220,210,242,90,44,13,12
14209,4108,520,486,419,305,215,236,76,167,140,258,344,336,260,97,89,160
14210,6030,728,595,378,467,331,528,324,254,304,587,621,434,240,147,46,46
14211,8875,1756,1234,987,731,663,573,372,333,243,512,562,559,156,90,67,37
14212,4675,1139,566,367,209,310,374,252,214,151,246,311,352,51,70,20,43
14213,8993,1851,752,987,535,590,599,414,462,457,524,662,426,349,90,214,81
14214,8033,1216,633,611,514,354,442,350,255,293,523,687,905,384,323,282,261
14215,16035,2550,1538,1217,1211,1123,989,1075,860,608,1166,1421,923,669,364,216,105
14216,10911,899,642,590,591,580,550,867,573,382,733,1152,1505,821,427,268,331
14217,10457,542,773,537,580,459,620,343,712,562,1140,986,1302,803,397,419,282
14218,8095,616,635,804,576,606,475,477,554,315,718,690,768,508,263,62,28
14219,4979,294,174,361,465,238,180,302,194,294,468,713,854,297,66,73,6
14220,10086,695,608,610,693,647,796,462,494,398,1014,1068,1074,798,344,323,62
14221,22691,688,994,824,971,819,841,734,691,942,1684,2095,3362,2615,1755,1789,1887
14222,6708,851,402,356,261,122,355,273,241,281,653,824,767,599,183,218,322
14223,9725,506,299,494,513,456,460,616,490,303,831,1204,1825,993,353,313,69
14224,17098,660,541,1197,895,738,690,786,926,749,1469,2268,2477,1813,870,784,235
14225,14708,946,885,781,947,982,1022,783,777,819,1404,1809,1726,1138,320,252,117
14226,12227,881,334,682,482,534,407,436,409,541,1079,1346,1699,1035,803,792,767
14227,10806,523,640,625,588,707,576,650,543,559,1072,1290,1507,852,283,330,61
14228,9038,874,603,484,608,514,503,389,385,329,453,887,1068,561,419,467,494
14261,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14301,5780,1116,1006,595,496,452,293,299,131,166,423,351,198,113,41,87,13
14302,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14303,2611,422,220,208,270,180,172,122,95,126,239,227,191,52,0,47,40
14304,12388,790,742,642,688,751,859,638,673,567,1135,1462,1510,809,494,438,190
14305,6722,1037,433,406,616,643,389,303,228,224,494,675,498,388,125,106,157
14411,4772,458,366,466,338,271,184,202,152,118,452,484,553,443,133,112,40
14414,2832,76,47,121,208,151,159,106,136,95,296,239,471,302,269,143,13
14415,35,0,0,0,7,0,11,9,0,0,0,0,0,0,8,0,0
14416,1418,69,75,71,106,64,81,58,99,29,102,227,128,192,77,31,9
14418,506,16,12,19,19,18,28,3,37,58,39,20,119,79,36,0,3
14420,7061,591,485,419,200,341,474,307,249,323,406,914,847,736,310,284,175
14422,939,43,0,30,68,38,12,84,83,20,29,147,157,124,51,12,41
14423,1979,68,122,159,48,90,79,81,134,110,179,206,312,210,98,38,45
14424,11688,484,535,663,786,587,662,469,540,545,1131,1181,1473,1052,704,529,347
14425,4329,89,207,165,114,337,188,157,91,126,512,560,751,462,317,105,148
14427,876,55,43,21,36,65,89,19,41,32,128,52,157,88,30,13,7
14428,3319,106,146,140,171,262,158,140,115,145,412,336,490,272,193,143,90
14432,2351,31,85,108,202,218,236,92,157,50,199,202,402,117,101,46,105
14433,1445,30,98,49,96,33,162,107,60,63,234,155,214,70,28,33,13
14435,1184,79,39,29,51,58,31,41,64,51,134,125,190,123,76,65,28
14437,4059,317,331,321,258,181,190,240,224,159,383,399,502,263,163,87,41
14441,147,10,10,8,7,12,7,9,10,7,14,12,24,4,0,8,5
14445,3468,278,169,181,265,129,241,153,78,228,353,528,439,229,58,113,26
14450,16886,816,459,479,635,741,787,618,559,551,1157,1455,2455,1640,1856,1289,1389
14454,3202,453,221,222,107,102,272,81,187,98,170,189,375,364,95,137,129
14456,7695,498,419,556,462,523,291,494,445,351,617,734,889,701,279,273,163
14462,231,14,8,7,13,3,11,15,0,21,42,31,21,29,3,10,3
14464,2656,122,53,91,114,151,143,198,85,137,263,393,509,212,106,60,19
14466,771,7,13,24,22,43,13,60,12,0,108,103,185,92,67,22,0
14467,3813,88,221,115,130,219,126,94,122,198,304,328,741,461,316,144,206
14468,6763,134,173,202,322,298,165,160,409,389,833,828,1138,942,370,291,109
14469,2666,92,118,97,134,180,105,86,130,79,276,387,413,185,146,120,118
14470,3377,190,127,272,167,214,158,255,243,141,230,490,355,265,167,69,34
14471,1261,11,34,96,106,93,36,33,80,37,182,216,195,101,17,14,10
14472,3375,155,57,121,64,98,89,105,131,103,143,240,515,388,287,335,544
14475,87,0,16,0,4,0,0,0,3,0,13,7,25,5,3,5,6
14476,848,36,18,45,6,57,53,42,53,69,97,111,157,45,32,21,6
14477,784,14,14,12,52,50,74,41,24,64,106,72,95,74,75,0,17
14478,342,0,0,26,22,8,50,15,16,12,32,8,19,47,35,19,33
14479,148,0,37,17,0,0,13,0,0,8,0,39,0,15,0,19,0
14480,329,0,11,17,57,74,0,17,0,15,55,12,55,0,16,0,0
14481,774,42,21,34,26,46,31,24,26,39,123,121,122,84,23,6,6
14482,3348,69,265,83,147,114,283,278,215,73,347,407,391,392,86,126,72
14485,1860,59,88,146,97,110,125,191,110,50,164,171,216,194,110,18,11
14486,141,0,0,5,0,15,11,10,0,17,42,27,0,14,0,0,0
14487,2170,86,52,94,97,92,86,104,31,97,184,244,379,300,79,151,94
14489,2939,207,288,90,282,177,166,186,90,163,290,319,398,76,96,99,12
14502,3927,131,92,173,145,154,237,198,212,134,375,314,575,551,268,243,125
14504,806,41,56,65,37,25,63,43,44,32,108,108,110,44,16,8,6
14505,2063,85,74,74,59,129,94,187,116,89,152,210,434,171,70,81,38
14506,518,0,19,0,0,17,0,16,14,35,78,49,63,66,46,72,43
14507,554,51,38,33,16,31,22,10,17,33,71,81,93,38,0,20,0
14510,1694,192,65,149,75,52,163,85,48,192,192,95,274,92,9,11,0
14511,200,13,0,12,14,12,34,0,15,34,0,0,27,26,13,0,0
14512,1965,122,98,119,87,78,105,98,138,98,186,205,283,183,57,58,50
14513,5760,532,279,331,402,462,459,230,283,247,558,564,865,282,125,115,26
14514,2585,136,161,106,86,57,136,129,108,113,269,290,262,208,277,147,100
14516,893,21,29,28,61,56,73,79,82,16,88,90,121,68,67,0,14
14517,1232,124,78,64,65,70,133,70,104,37,105,90,144,78,38,26,6
14519,4802,152,235,199,291,402,290,176,114,197,341,625,587,492,278,262,161
14521,1035,84,52,48,75,92,34,31,92,83,109,90,85,94,34,18,14
14522,3857,247,167,252,251,359,308,136,113,143,384,406,442,320,206,59,64
14525,1002,8,71,63,17,26,61,56,71,32,79,146,206,116,17,27,6
14526,8071,305,217,222,278,306,271,203,257,373,629,694,1117,988,860,586,765
14527,5084,328,368,317,297,229,347,210,225,349,298,627,661,328,147,153,200
14529,41,0,0,0,0,0,0,0,22,0,9,0,0,0,10,0,0
14530,2269,66,136,157,94,207,111,110,121,83,203,362,350,167,41,30,31
14532,1794,31,105,147,155,149,91,52,59,87,180,202,240,147,74,30,45
14533,806,51,6,8,0,26,73,46,47,46,129,71,146,93,33,15,16
14534,12049,355,208,171,217,168,175,432,303,303,660,725,1926,1754,1091,1313,2248
14536,258,31,9,10,9,22,22,14,30,11,16,26,33,13,10,2,0
14537,73,0,21,11,8,0,0,0,0,0,0,25,0,0,0,0,8
14539,74,0,0,0,0,0,11,0,0,0,0,25,28,0,10,0,0
14541,1010,27,19,62,73,69,36,49,60,36,107,121,133,87,53,55,23
14542,41,0,0,11,0,0,0,0,0,0,20,0,10,0,0,0,0
14543,1238,57,22,37,12,18,46,24,72,59,88,109,253,93,90,119,139
14544,850,39,46,21,20,46,54,49,51,12,93,108,132,85,33,40,21
14545,77,8,3,3,8,0,11,0,0,3,7,13,14,0,7,0,0
14546,2000,22,60,63,166,93,95,101,110,102,216,289,321,162,77,81,42
14548,1620,68,98,70,123,100,60,61,46,78,100,244,304,141,59,58,10
14549,5,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0
14550,659,20,20,38,21,35,10,29,26,36,69,89,116,80,22,31,17
14551,2137,117,136,122,198,87,128,61,128,160,185,302,284,127,71,29,2
14555,504,19,6,21,21,29,75,27,17,24,32,64,61,50,13,31,14
14559,6781,149,245,186,291,357,124,248,303,172,733,731,1115,870,601,461,195
14560,800,34,20,20,27,52,42,57,44,50,79,101,134,68,15,23,34
14561,1156,61,24,5,39,75,56,69,68,74,153,150,204,71,61,16,30
14564,5696,122,16,258,266,273,242,237,139,294,311,585,585,542,567,670,589
14568,2234,48,41,19,69,157,37,76,100,97,250,191,566,213,184,141,45
14569,2686,165,128,383,248,174,40,56,151,128,265,331,263,187,67,82,18
14571,503,22,21,10,38,25,31,0,55,12,131,22,47,26,42,10,11
14572,2247,118,174,115,199,129,146,209,138,48,168,310,229,163,55,21,25
14580,20085,695,533,777,813,996,881,669,774,834,1639,2165,3034,2221,1535,1480,1039
14585,57,4,6,0,11,3,4,5,5,6,3,5,0,5,0,0,0
14586,3973,195,172,140,161,174,97,168,67,173,241,346,866,597,355,187,34
14588,20,0,0,0,0,0,9,6,0,0,0,5,0,0,0,0,0
14589,2923,120,78,212,103,135,213,196,102,147,229,279,420,387,114,132,56
14590,2165,67,129,182,150,147,245,116,108,91,133,267,288,126,62,18,36
14591,631,20,28,25,20,29,24,41,32,35,66,98,90,42,46,29,6
14592,72,0,0,0,0,0,0,0,0,0,24,0,29,0,0,19,0
14604,1342,448,366,54,105,0,52,93,43,0,53,66,32,16,14,0,0
14605,4728,1200,665,595,470,360,282,221,109,68,246,95,209,130,37,20,21
14606,11399,1145,843,1039,912,562,842,695,595,577,862,976,1120,614,279,172,166
14607,9208,1097,598,622,621,758,388,588,395,416,780,663,841,520,279,274,368
14608,5212,1415,624,501,591,279,159,184,306,113,243,290,267,132,77,12,19
14609,17850,2106,1257,1106,1300,945,891,1162,1022,819,1565,1823,1969,880,453,339,213
14610,6890,325,285,249,270,244,517,323,456,258,675,724,699,606,268,469,522
14611,6909,1457,657,694,568,575,368,394,574,195,419,414,410,81,74,23,6
14612,14410,486,620,572,808,710,786,554,733,610,1072,1829,1962,1529,885,947,307
14613,4614,673,380,519,364,507,328,216,166,250,299,240,335,197,53,64,23
14614,55,47,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
14615,6989,694,437,480,570,558,673,471,502,243,681,510,562,318,138,132,20
14616,12004,686,453,673,971,726,664,820,647,751,1083,1390,1625,924,238,221,132
14617,9317,265,346,474,423,277,503,534,357,464,890,948,1473,1060,422,559,322
14618,8008,288,189,159,319,317,299,268,284,299,437,694,1043,722,786,784,1120
14619,5784,557,276,318,524,408,574,421,317,240,627,609,549,204,24,81,55
14620,11536,1487,965,676,764,594,697,559,627,560,819,1354,1150,496,349,285,154
14621,12834,2490,1554,1415,898,995,948,654,477,444,768,802,804,313,89,144,39
14622,5473,220,201,273,294,335,382,362,319,274,606,608,687,383,247,183,99
14623,8832,932,410,312,573,425,468,490,487,555,873,892,1260,674,158,225,98
14624,14094,437,378,664,537,732,660,587,877,704,1292,1921,2121,1561,663,781,179
14625,4381,105,136,169,183,232,147,194,140,146,388,393,744,494,289,457,164
14626,12487,573,477,479,585,586,1015,539,663,730,1264,1182,1771,987,710,629,297
14627,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14701,16960,1997,1499,1367,1063,1179,1025,944,1014,651,1460,1386,1827,752,302,351,143
14706,2603,118,91,121,194,219,133,170,158,113,250,242,341,249,86,83,35
14707,85,0,8,3,0,25,0,2,0,4,7,3,17,2,10,4,0
14708,82,0,2,8,3,7,4,10,5,0,0,15,18,10,0,0,0
14709,635,48,32,40,39,55,49,29,22,58,45,87,56,38,23,9,5
14710,1370,14,62,100,61,64,103,88,54,113,148,168,151,131,52,50,11
14711,806,75,105,32,26,13,72,63,56,55,88,97,61,41,13,6,3
14712,1531,135,62,62,98,179,34,92,57,90,74,157,185,139,60,83,24
14714,186,5,13,25,18,11,7,14,13,10,9,8,24,18,11,0,0
14715,1190,114,100,71,62,87,96,43,56,127,99,117,128,39,4,36,11
14716,923,76,119,68,100,38,69,24,71,29,62,93,101,27,38,8,0
14717,290,3,24,44,35,21,6,22,27,10,34,18,19,23,2,2,0
14718,815,36,51,55,36,33,18,29,56,45,103,141,120,37,25,25,5
14719,1382,92,70,138,89,53,97,91,68,58,157,135,195,75,25,25,14
14720,319,33,20,35,16,24,20,18,20,23,10,30,45,14,11,0,0
14721,41,0,6,6,15,0,2,0,6,3,0,0,0,3,0,0,0
14722,159,12,0,0,0,22,0,0,0,0,8,12,49,24,25,0,7
14723,454,20,31,29,20,13,19,33,39,26,57,49,60,39,10,9,0
14724,901,23,24,42,86,68,50,95,37,45,104,103,85,57,39,18,25
14726,583,77,50,15,36,33,33,24,37,28,57,92,52,22,6,11,10
14727,2162,112,106,133,121,121,143,129,164,109,139,203,368,152,68,34,60
14728,344,9,25,23,17,14,15,14,35,5,28,41,27,60,24,0,7
14729,363,17,14,19,19,11,17,17,10,44,43,56,48,30,3,8,7
14731,605,16,27,54,26,33,26,52,39,4,37,52,61,64,34,25,55
14732,57,0,0,0,0,10,8,4,0,3,10,15,4,3,0,0,0
14733,1776,121,177,106,108,98,61,137,85,108,230,209,194,118,10,14,0
14735,1170,64,97,119,66,84,65,126,58,61,158,73,148,21,14,6,10
14736,106,9,2,2,13,15,7,0,18,0,4,14,12,0,0,10,0
14737,1700,144,150,121,93,76,104,94,109,124,132,166,214,97,13,56,7
14738,1601,91,117,81,63,58,148,79,61,148,157,140,250,99,63,46,0
14739,1124,101,71,139,69,96,59,53,52,56,85,159,126,30,13,15,0
14740,552,18,34,28,25,39,54,4,58,28,71,30,62,67,7,15,12
14741,833,17,75,42,50,66,39,32,18,51,83,96,102,61,39,42,20
14742,49,0,0,0,8,10,0,0,0,0,0,8,23,0,0,0,0
14743,718,50,54,80,56,42,29,27,51,54,37,73,85,62,9,4,5
14744,427,24,25,17,17,32,16,30,21,24,52,39,60,33,29,3,5
14747,913,46,33,47,93,23,100,52,66,30,80,92,143,69,19,12,8
14748,291,13,42,12,31,10,10,30,17,18,23,15,41,20,4,5,0
14750,1970,135,89,145,103,85,64,87,153,85,215,196,182,147,120,76,88
14752,117,12,35,24,0,0,0,0,10,0,9,0,9,7,0,11,0
14753,447,28,37,45,35,44,36,12,19,20,49,46,48,20,3,5,0
14754,244,9,34,8,3,17,10,5,22,19,37,40,16,19,5,0,0
14755,1165,53,91,57,96,81,81,53,72,74,84,165,133,64,31,22,8
14756,95,0,0,47,0,0,0,31,0,0,9,0,0,0,8,0,0
14757,1381,74,81,154,25,107,74,57,90,72,146,213,136,76,16,17,43
14760,7950,576,549,648,550,502,464,500,256,295,873,796,849,394,332,162,204
14767,674,47,85,36,53,36,73,20,24,34,46,67,84,38,19,6,6
14769,422,64,26,28,32,48,17,11,10,0,10,86,80,0,0,10,0
14770,1150,40,49,45,46,50,84,68,98,28,134,95,197,102,56,42,16
14772,1481,87,98,109,128,97,97,78,84,93,83,161,210,76,51,19,10
14774,72,16,2,2,3,6,6,5,5,0,2,9,9,5,0,0,2
14775,915,82,49,80,45,107,50,22,51,45,117,83,80,54,19,18,13
14777,295,7,12,11,31,29,16,32,18,12,22,28,40,31,6,0,0
14778,9,0,0,0,0,9,0,0,0,0,0,0,0,0,0,0,0
14779,2829,342,264,311,223,234,204,161,129,117,212,232,225,109,33,26,7
14781,743,61,34,73,33,48,23,45,44,45,86,76,61,53,36,23,2
14782,916,41,46,72,72,40,80,51,53,55,88,112,138,30,19,19,0
14783,139,14,4,13,23,10,7,4,4,11,6,13,10,7,0,13,0
14784,294,23,17,31,44,43,21,4,16,5,24,33,10,21,0,2,0
14787,2125,192,140,117,134,119,108,176,149,136,190,308,194,94,30,23,15
14788,128,0,30,0,0,0,0,10,10,0,0,9,69,0,0,0,0
14801,2174,169,180,113,105,133,118,109,146,108,251,247,247,138,65,17,28
14802,385,103,38,50,14,3,25,10,2,20,10,30,23,23,13,12,9
14803,449,15,22,16,40,18,22,59,25,18,39,58,43,18,26,30,0
14804,634,20,19,27,44,23,14,15,45,40,59,87,96,65,40,26,14
14805,377,7,30,17,27,23,6,21,18,18,68,32,55,13,23,14,5
14806,848,63,36,35,63,88,42,34,23,29,79,112,129,70,13,20,12
14807,1244,54,45,110,71,97,62,96,73,29,154,123,196,68,40,23,3
14808,195,16,8,13,24,12,4,20,15,10,7,39,18,6,3,0,0
14809,1008,73,79,63,61,43,71,59,61,67,113,70,99,79,21,32,17
14810,5228,518,471,405,217,367,275,291,322,194,538,478,582,267,195,86,22
14812,1241,61,108,38,86,28,93,34,59,28,126,204,195,84,39,53,5
14813,1042,57,68,111,39,40,64,87,52,86,72,111,137,80,14,13,11
14814,766,0,30,16,41,28,32,11,26,35,118,74,93,155,14,67,26
14815,359,40,16,20,28,28,15,6,28,22,25,50,50,11,12,8,0
14816,165,7,23,11,0,0,13,0,23,12,32,5,3,11,0,25,0
14817,961,6,32,47,51,43,51,93,80,37,57,196,71,29,77,37,54
14818,738,16,20,25,16,4,20,152,51,26,19,163,69,88,65,4,0
14819,293,16,10,23,36,32,18,24,14,49,21,27,9,9,3,2,0
14820,281,3,20,22,27,16,25,12,30,7,24,50,24,17,2,0,2
14821,1179,77,75,16,52,80,64,60,69,104,93,155,154,78,47,21,34
14822,537,33,49,48,34,60,30,44,43,11,40,46,52,25,12,10,0
14823,1418,93,90,124,71,63,105,62,41,50,162,196,201,107,28,17,8
14824,244,9,8,11,17,7,11,3,22,12,13,19,34,21,53,4,0
14825,375,5,15,36,5,23,54,41,5,9,17,49,64,32,5,9,6
14826,906,56,41,91,77,58,58,44,46,34,87,47,108,69,61,29,0
14827,41,0,0,0,29,0,0,0,0,0,12,0,0,0,0,0,0
14830,8645,606,497,490,398,486,402,359,461,438,621,1023,1089,691,359,439,286
14836,433,6,14,12,37,13,22,28,26,24,50,38,105,24,25,7,2
14837,2157,101,169,107,111,153,112,121,146,123,191,291,198,127,45,114,48
14838,855,41,46,25,51,20,45,38,25,50,104,113,104,152,17,24,0
14839,273,22,0,8,20,4,17,10,27,40,21,46,27,13,11,7,0
14840,1451,59,47,101,59,107,66,102,55,79,136,160,178,102,78,73,49
14841,381,14,4,12,12,5,0,25,1,29,70,14,88,62,45,0,0
14842,339,0,30,0,14,18,2,0,2,42,42,35,125,0,0,0,29
14843,5591,462,520,378,313,363,390,409,290,288,500,491,620,274,134,102,57
14845,8682,332,205,483,431,427,396,401,337,291,892,981,1174,843,438,623,428
14846,343,26,33,18,7,14,24,21,49,12,34,31,34,17,9,12,2
14847,994,35,62,61,103,98,28,13,66,31,83,88,143,93,31,41,18
14850,24265,3625,1371,1211,1158,1280,1024,1019,1165,864,1556,2296,2393,1499,999,1417,1388
14853,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14854,7,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0
14855,320,19,26,25,12,12,29,17,6,29,20,10,55,15,41,4,0
14856,63,0,0,28,0,0,0,0,0,26,0,9,0,0,0,0,0
14858,633,37,31,18,21,10,47,22,27,69,45,92,88,66,26,22,12
14859,355,18,45,3,31,15,13,29,6,18,47,33,36,28,16,11,6
14860,480,33,18,53,52,18,15,27,17,20,29,71,54,48,16,6,3
14861,582,35,52,31,32,11,21,53,23,21,79,51,89,37,25,8,14
14864,503,76,14,59,20,22,4,5,13,37,25,94,69,34,4,27,0
14865,1202,104,101,85,82,26,112,87,83,60,121,130,87,50,22,42,10
14867,2217,66,71,124,143,159,79,116,161,97,158,402,265,209,110,47,10
14869,555,26,47,26,28,15,15,25,39,55,43,80,93,44,11,5,3
14870,4445,232,178,154,152,286,240,224,152,153,336,537,647,420,252,256,226
14871,2071,85,33,131,68,60,40,73,187,68,243,227,398,241,114,73,30
14872,318,33,5,42,21,39,9,0,4,12,35,47,16,10,34,11,0
14873,1115,118,58,57,53,96,36,40,23,103,102,164,102,62,46,47,8
14874,78,6,11,7,6,0,11,3,0,9,6,0,10,9,0,0,0
14877,208,15,23,11,12,15,8,10,11,6,21,10,22,7,25,11,1
14878,242,6,13,17,2,10,8,8,11,10,19,34,27,26,10,39,2
14879,939,71,84,53,88,19,52,42,24,38,115,87,112,48,68,21,17
14880,580,39,20,16,64,32,49,36,29,26,84,53,53,45,20,13,1
14881,143,0,37,15,16,0,0,0,0,0,0,17,0,58,0,0,0
14882,1591,19,61,55,49,52,37,52,126,68,79,174,271,231,96,91,130
14883,1605,56,163,122,52,52,97,133,107,39,135,197,142,123,78,62,47
14884,100,0,8,4,5,0,10,4,16,8,16,12,0,9,8,0,0
14885,299,17,3,18,33,13,21,40,7,8,19,40,58,19,3,0,0
14886,2836,94,225,70,86,186,119,92,146,142,151,331,421,289,163,242,79
14889,617,27,39,34,62,27,24,46,26,37,53,61,88,64,18,2,9
14891,1997,110,120,157,167,149,156,48,115,103,122,209,239,111,118,55,18
14892,3299,232,200,207,258,237,181,131,53,91,328,523,324,210,181,89,54
14893,6,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0
14894,543,31,43,37,58,42,40,17,39,17,38,82,64,12,15,8,0
14895,4200,285,398,400,285,325,234,203,293,125,354,424,387,241,95,89,62
14897,394,37,13,16,30,35,9,28,27,50,59,31,31,28,0,0,0
14898,618,55,48,25,58,59,41,35,35,28,49,47,80,30,10,12,6
14901,5798,896,795,491,524,497,294,139,164,198,440,439,475,262,83,44,57
14903,2910,165,136,365,188,93,202,122,157,107,257,316,346,203,70,95,88
14904,6470,579,573,446,601,398,364,445,333,187,755,531,605,382,133,121,17
14905,4065,220,205,218,216,196,273,168,86,229,244,334,508,336,242,273,317
