zip,total,sub10k,10-15,15-20,20-25,25-30,30-35,35-40,40-45,45-50,50-60,60-75,75-100,100-125,125-150,150-200,above200
11379,13682,791,659,640,549,517,529,388,498,486,845,1270,2065,1625,1017,1094,709
11385,34605,3084,1576,2017,2078,1586,1468,1647,1337,1399,2557,3518,4985,3186,1631,1527,1009
11411,6087,152,103,171,187,247,265,125,323,179,402,767,716,834,590,695,331
11412,11066,436,325,470,568,490,332,411,419,405,842,1290,1669,1450,825,736,398
11413,12263,398,356,348,395,416,400,387,480,434,852,1265,1982,1459,1124,1354,613
11414,10796,422,571,510,360,387,395,513,415,414,767,1060,1494,1009,612,1047,820
11415,8308,329,360,405,371,257,448,364,465,198,678,917,1204,781,438,657,436
11416,7111,421,242,370,450,266,265,312,367,320,703,828,1020,481,336,382,348
11417,9515,651,425,406,476,301,238,354,358,325,999,1162,1358,864,669,606,323
11418,11094,740,522,391,409,464,563,422,479,264,1111,1302,1659,1188,614,642,324
11419,12422,767,599,598,737,688,705,636,585,382,788,1439,1700,1084,644,731,339
11420,13674,750,483,635,716,627,774,718,573,752,996,1365,1753,1325,857,728,622
11421,12198,642,520,532,667,563,554,433,562,495,853,1385,1685,1098,798,829,582
11422,9796,307,199,247,206,356,290,367,414,476,717,818,1579,1335,815,1175,495
11423,9961,713,330,438,544,329,421,398,554,544,692,989,1206,948,595,882,378
11424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11425,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11426,6084,272,123,163,236,188,109,310,249,147,487,573,1041,703,387,659,437
11427,7667,397,314,279,300,237,297,373,189,309,591,790,1168,984,473,490,476
11428,5826,249,135,216,291,215,363,213,244,305,362,617,978,609,511,372,146
11429,7542,450,340,248,373,261,238,217,296,283,455,751,1224,853,436,811,306
11430,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11432,18674,1422,847,1101,1243,1139,1106,917,977,626,1730,1707,1907,1302,857,1006,787
11433,10419,1320,805,673,507,399,422,554,553,412,714,903,1450,612,459,446,190
11434,20569,1231,929,870,924,1008,962,1062,904,768,2044,1870,3070,2052,1301,1087,487
11435,18318,1210,954,987,1031,1062,692,883,864,1012,1678,2200,1842,1419,1201,920,363
11436,5396,246,169,217,178,202,275,180,285,316,525,553,855,569,334,351,141
11451,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11501,7397,221,126,211,273,297,222,255,321,259,557,681,1010,803,787,696,678
11507,2372,56,47,28,35,102,166,98,25,53,74,171,356,198,195,240,528
11509,914,27,0,6,9,12,28,18,0,23,84,93,96,80,57,80,301
11510,10481,339,295,179,320,226,250,278,321,252,555,1093,1661,1198,1064,1390,1060
11514,1748,64,73,21,38,52,37,42,37,45,179,146,225,217,154,220,198
11516,2149,56,45,119,50,71,106,23,57,67,97,137,362,256,52,271,380
11518,3826,103,0,121,57,173,166,76,139,152,149,385,530,367,333,417,658
11520,13654,867,638,575,683,530,528,498,595,418,932,1090,1766,1518,983,997,1036
11530,9329,144,242,120,124,211,270,109,188,215,242,486,970,884,767,1028,3329
11542,9739,466,387,486,470,319,537,354,390,467,617,924,1140,708,558,869,1047
11545,4267,33,71,74,69,76,68,99,95,68,232,181,356,433,344,519,1549
11547,279,45,0,0,0,18,0,0,0,0,38,20,29,46,8,38,37
11548,387,28,0,7,10,8,22,10,0,2,19,43,42,65,17,39,75
11549,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11550,16940,1580,872,894,878,788,833,685,657,781,1058,1916,1830,1471,908,1182,607
11552,7044,210,137,154,228,271,196,162,202,242,288,490,991,757,689,1187,840
11553,5989,308,202,273,236,203,270,190,213,213,471,544,833,575,428,641,389
11554,12386,335,305,443,547,262,339,344,294,398,673,1014,1628,1416,1318,1666,1404
11556,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11557,2504,46,14,12,27,19,58,147,73,7,107,200,292,307,185,373,637
11558,3110,56,123,176,168,118,121,133,193,56,154,366,369,299,287,233,258
11559,2652,27,7,42,104,48,26,80,71,85,157,261,187,365,131,162,899
11560,2347,29,47,60,103,99,133,67,51,33,78,188,305,145,164,245,600
11561,16036,615,331,788,524,671,393,320,353,394,912,1358,2154,2201,1318,1741,1963
11563,8337,196,132,344,232,248,252,322,344,299,458,754,1020,1109,710,919,998
11565,3252,33,30,58,119,31,116,31,80,42,204,237,441,356,370,611,493
11566,11076,167,105,215,157,182,239,235,144,117,501,818,1120,1533,1101,1776,2666
11568,942,5,7,15,5,11,16,27,66,5,71,34,42,74,29,67,468
11569,551,0,0,0,19,10,39,11,0,0,27,52,55,122,37,27,152
11570,10079,332,430,346,305,233,170,254,234,318,396,612,1101,907,944,1176,2321
11572,10238,361,281,351,240,247,276,267,398,209,440,800,1340,1086,850,1562,1530
11575,4283,387,173,34,133,147,195,164,237,277,334,394,540,479,330,336,123
11576,4476,107,54,98,97,90,72,104,62,50,163,256,429,345,285,561,1703
11577,4223,85,80,111,65,114,69,32,173,38,156,322,439,495,249,689,1106
11579,2039,57,32,55,68,69,11,6,100,105,80,106,234,272,267,210,367
11580,12527,444,229,432,297,334,376,220,342,433,842,1161,1578,1450,1337,1893,1159
11581,6679,253,214,188,238,255,129,80,211,169,207,625,945,778,652,906,829
11590,13858,489,425,572,355,510,368,376,507,359,774,995,1863,1586,1477,1392,1810
11596,3621,34,64,91,102,48,39,73,167,155,178,187,405,492,333,455,798
11598,3780,36,22,139,81,91,136,42,67,98,145,123,477,341,307,463,1212
11691,19390,3414,1617,1015,1545,818,678,609,945,530,1201,1691,2037,1254,650,758,628
11692,6140,636,503,338,404,389,447,340,349,207,331,644,614,385,217,187,149
11693,4497,647,100,211,212,232,174,145,245,220,492,400,438,557,172,130,122
11694,8136,394,482,264,320,343,323,339,177,194,462,740,1316,788,621,721,652
11697,1584,18,46,58,91,48,62,54,68,49,135,95,226,103,196,184,151
11701,8862,301,433,420,229,401,486,377,264,419,502,749,1433,982,676,716,474
11702,5388,161,104,109,94,142,164,178,70,174,268,524,701,631,583,737,748
11703,5597,156,75,158,139,236,130,123,119,280,138,532,1220,844,597,471,379
11704,13193,358,415,394,462,354,493,333,297,460,941,1412,2068,1822,1291,1293,800
11705,2595,129,43,78,73,59,37,40,196,18,144,227,291,260,289,217,494
11706,19686,731,897,641,686,520,595,700,888,702,1193,2317,2753,2353,1517,2015,1178
11709,2482,87,80,43,172,71,35,82,30,27,196,127,305,270,250,284,423
11710,11482,140,112,197,150,383,520,266,265,293,636,933,1424,1454,1183,1746,1780
11713,3445,251,15,126,129,118,146,142,135,88,210,426,407,437,279,294,242
11714,7903,101,160,358,167,461,267,201,219,222,442,678,1121,963,864,975,704
11715,1585,60,43,9,31,31,61,58,56,26,84,165,206,211,102,282,160
11716,3830,108,38,180,100,141,183,149,110,89,176,399,556,615,339,407,240
11717,13886,529,520,409,470,500,701,723,637,575,939,1464,2129,1812,1043,1019,416
11718,1069,10,4,25,23,6,38,26,9,20,24,37,203,130,60,204,250
11719,1091,47,8,63,27,20,17,19,52,38,78,95,153,98,58,153,165
11720,8978,313,198,165,327,109,141,239,215,286,658,847,1362,1388,743,1184,803
11721,2230,16,31,84,32,54,30,84,36,30,116,235,271,195,205,364,447
11722,9954,644,461,398,342,385,263,450,590,287,727,1179,1452,1052,628,741,355
11724,998,38,24,27,0,0,10,0,37,10,13,48,63,103,101,98,426
11725,9656,236,184,311,184,236,219,272,203,238,408,834,1037,1061,1067,1444,1722
11726,6131,157,260,216,116,361,285,219,363,146,441,671,992,612,490,495,307
11727,11225,465,253,286,420,256,458,283,462,315,1007,1318,1446,1570,939,1122,625
11729,9444,382,212,251,333,347,408,271,171,419,604,801,1200,1204,901,1181,759
11730,4474,36,98,181,116,130,143,55,98,72,142,255,646,616,400,769,717
11731,9953,249,255,177,224,241,316,200,240,191,518,754,1218,1360,903,1436,1671
11732,1486,38,27,54,107,0,22,44,21,11,29,124,236,98,80,187,408
11733,5673,99,51,99,75,63,102,81,82,73,235,348,566,775,581,900,1543
11735,10999,290,268,292,269,270,271,404,399,349,774,1020,1338,1586,1050,1477,942
11738,5253,137,151,46,123,159,136,76,106,161,392,526,901,627,527,555,630
11739,474,14,0,7,0,35,4,10,15,12,10,28,47,78,48,30,136
11740,3327,70,143,304,108,146,78,68,52,45,163,262,326,282,222,440,618
11741,9314,116,143,187,175,217,260,279,231,277,499,944,1481,1436,919,1177,973
11742,4590,113,85,110,114,229,129,192,71,43,358,353,745,522,498,593,435
11743,15265,431,225,265,240,393,303,370,320,303,662,1137,1771,1565,1237,1927,4116
11746,21250,680,574,487,645,693,460,608,716,586,1103,1898,2371,2263,1761,2565,3840
11747,7133,244,159,114,155,83,134,232,150,192,404,426,840,713,432,1091,1764
11749,1012,35,24,0,3,30,40,29,18,36,69,90,174,108,86,192,78
11751,5233,106,61,174,91,154,45,185,117,146,317,434,954,717,574,580,578
11752,2998,49,39,78,65,40,92,104,88,70,137,221,436,497,415,423,244
11753,4118,109,8,6,92,78,106,48,39,24,132,217,417,322,514,475,1531
11754,6626,104,203,221,168,160,79,232,132,334,234,506,823,787,705,899,1039
11755,4055,236,107,52,162,70,116,122,145,134,206,318,464,494,306,512,611
11756,13506,215,200,233,362,287,191,342,447,325,818,1338,1875,2080,1551,1832,1410
11757,15027,412,376,476,419,425,550,446,523,634,1246,1466,2441,1787,1411,1423,992
11758,18370,264,356,487,458,591,467,454,343,726,893,1378,2307,2057,1793,2899,2897
11762,7344,113,124,215,109,84,142,148,185,274,307,446,898,859,909,1428,1103
11763,9362,532,209,342,349,390,288,165,283,168,536,803,1627,1332,882,841,615
11764,4251,43,34,36,150,84,79,75,97,71,252,309,654,470,607,646,644
11765,273,16,11,2,10,2,2,0,3,13,3,21,19,8,22,37,104
11766,4374,147,166,70,106,63,81,179,68,145,151,234,472,531,442,747,772
11767,4696,90,110,55,78,67,34,94,162,15,268,387,588,725,567,774,682
11768,7846,179,140,227,146,202,213,203,146,243,223,578,754,1085,520,1082,1905
11769,3322,114,50,153,83,115,106,168,94,111,186,233,475,367,437,274,356
11770,43,3,0,0,0,0,0,4,4,0,5,5,3,3,5,5,6
11771,3390,77,57,75,137,36,106,190,90,41,233,186,346,303,153,377,983
11772,16604,979,867,908,734,418,599,547,626,629,1023,1773,2351,1788,1194,1496,672
11776,8180,330,115,317,331,142,261,245,214,241,509,657,1257,877,1017,846,821
11777,3587,82,75,63,91,42,68,132,31,46,185,362,370,470,375,514,681
11778,4294,72,77,202,113,34,51,162,152,164,271,393,686,777,431,455,254
11779,13142,342,506,402,526,357,392,191,321,300,792,1199,2400,1884,1080,1502,948
11780,5164,147,120,132,186,121,98,145,148,126,232,384,551,580,419,806,969
11782,5405,165,112,216,176,98,109,181,141,56,228,258,737,658,536,893,841
11783,7076,101,123,147,134,181,97,202,229,185,322,546,1053,1125,713,1004,914
11784,8141,257,186,232,286,193,346,168,444,122,536,673,1377,1227,854,895,345
11786,1979,26,21,12,8,17,35,27,26,42,73,81,248,306,260,388,409
11787,11990,282,270,320,299,249,186,205,261,149,538,961,1306,1731,1333,1882,2018
11788,5620,100,42,67,142,141,198,163,189,148,290,610,679,851,626,654,720
11789,2594,51,57,88,45,24,140,97,128,83,204,257,349,349,221,302,199
11790,4787,116,63,96,91,66,68,95,44,49,181,196,501,521,450,993,1257
11791,8073,251,106,78,131,139,162,112,163,132,224,403,779,761,721,1282,2629
11792,3009,122,11,35,72,66,81,0,0,109,115,104,312,590,358,552,482
11793,10524,182,182,202,189,189,239,253,181,149,564,820,1389,1300,1117,1605,1963
11794,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11795,8228,178,111,158,212,163,205,211,192,242,352,750,1067,983,975,1246,1183
11796,1261,12,16,24,18,37,21,0,42,80,67,60,282,160,62,228,152
11797,3054,98,37,127,62,46,58,57,26,73,84,117,156,279,235,345,1254
11798,4059,206,76,274,103,63,95,116,243,189,351,334,630,494,361,342,182
11801,12848,287,288,360,425,613,344,297,332,273,609,907,2091,1652,1291,1514,1565
11803,9686,151,120,195,250,246,165,138,290,99,508,632,1057,984,1001,1734,2116
11804,1691,24,42,129,24,47,26,17,37,27,87,85,150,172,213,229,382
11901,9899,723,488,402,604,553,546,424,434,491,800,915,1145,628,520,704,522
11930,628,22,54,13,30,9,13,17,12,24,39,34,80,43,69,47,122
11931,18,0,0,0,0,0,0,0,0,0,0,0,0,18,0,0,0
11932,445,14,10,20,4,15,15,33,3,19,40,63,52,26,21,53,57
11933,2717,126,163,127,55,167,125,98,160,132,258,248,240,187,222,246,163
11934,2564,42,144,28,44,125,106,126,66,76,195,178,365,393,250,187,239
11935,1282,0,0,30,18,77,19,151,44,15,78,146,172,214,98,95,125
11937,6327,244,168,190,209,163,202,61,234,328,683,520,747,518,600,600,860
11939,450,0,13,28,21,48,22,0,11,25,13,48,45,47,45,56,28
11940,1892,138,46,29,70,0,70,71,30,30,108,199,255,201,213,248,184
11941,764,0,29,39,55,17,36,21,24,8,68,43,68,92,95,44,125
11942,1597,34,21,20,19,96,107,48,66,19,72,164,245,229,171,115,171
11944,1851,103,78,123,191,80,67,31,95,92,130,163,197,82,73,129,217
11946,5326,230,137,156,179,299,273,305,232,154,390,428,972,498,469,324,280
11947,75,0,0,0,0,49,0,0,0,0,0,0,0,0,12,14,0
11948,470,0,0,0,15,21,0,0,0,0,20,31,83,79,113,10,98
11949,4809,80,229,139,101,145,32,87,138,133,329,438,418,529,443,980,588
11950,5177,392,170,216,218,221,210,37,296,141,363,621,887,531,309,408,157
11951,4488,254,184,300,297,61,161,127,149,170,456,450,600,751,215,228,85
11952,1892,73,109,72,57,114,111,22,98,76,74,93,198,305,161,172,157
11953,5204,309,144,219,268,102,281,176,174,229,371,612,806,559,497,338,119
11954,1742,133,25,105,77,95,57,61,91,18,84,157,274,211,97,142,115
11955,1383,21,46,38,11,97,90,62,59,108,121,162,257,126,88,51,46
11956,161,6,0,18,12,12,2,4,8,5,3,12,6,24,17,11,21
11957,359,3,5,4,4,17,0,9,0,8,30,81,84,42,21,23,28
11958,207,0,15,0,0,10,0,0,50,0,7,40,43,10,0,10,22
11959,398,0,11,11,26,13,10,0,3,16,70,4,51,18,43,60,62
11960,360,11,3,0,13,22,10,19,13,6,0,32,38,91,23,54,25
11961,5156,233,171,401,282,396,272,138,193,259,423,416,618,336,362,412,244
11962,178,2,0,0,32,0,0,0,1,2,0,3,17,33,2,2,84
11963,2856,64,0,132,126,112,58,40,150,146,214,225,286,269,281,287,466
11964,812,0,0,30,5,25,53,6,10,30,34,95,128,47,50,74,225
11965,251,0,0,0,0,0,29,0,8,9,1,22,49,37,40,12,44
11967,8049,249,141,246,296,230,343,127,215,285,816,739,1485,1402,652,411,412
11968,4185,234,121,175,169,112,145,147,116,128,220,420,445,482,329,221,721
11970,264,0,0,0,51,0,0,0,0,46,0,14,14,23,55,16,45
11971,2657,41,32,49,55,107,84,110,79,62,132,177,468,253,370,351,287
11972,451,48,0,36,0,0,39,15,27,0,21,30,26,65,27,30,87
11973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11975,153,3,2,0,4,2,5,6,12,8,13,13,13,27,11,12,22
11976,999,0,13,15,14,0,41,41,25,21,99,43,127,70,51,129,310
11977,958,7,19,18,55,33,28,22,56,84,20,53,139,116,60,132,116
11978,1279,31,51,37,41,66,26,84,74,21,53,77,168,158,137,95,160
11980,1474,62,62,16,60,25,11,28,49,41,48,143,256,260,157,147,109
12007,16,0,0,0,0,8,0,0,0,0,8,0,0,0,0,0,0
12008,186,0,0,0,8,7,0,11,46,10,0,11,24,12,36,6,15
12009,2850,64,113,57,93,96,162,101,106,83,150,184,473,413,254,310,191
12010,11955,1012,972,736,707,780,527,618,669,564,1055,1137,1366,769,436,336,271
12015,1063,45,31,57,34,44,47,41,33,62,95,141,165,93,59,104,12
12017,134,4,2,3,9,3,11,12,3,4,7,23,21,20,6,0,6
12018,2983,54,89,45,104,44,70,156,122,73,258,304,537,338,381,254,154
12019,5693,159,87,48,121,74,132,129,146,222,408,753,946,949,593,490,436
12020,12564,305,388,554,411,629,500,464,575,511,860,1407,1745,1725,987,922,581
12022,387,19,0,0,19,29,17,26,10,34,31,70,82,10,2,38,0
12023,862,31,42,17,53,28,38,34,33,34,81,114,136,79,73,32,37
12024,27,0,0,0,12,0,0,0,0,0,0,0,15,0,0,0,0
12025,2269,80,59,139,125,147,112,86,62,75,246,302,352,223,82,119,60
12027,1410,6,15,25,46,17,53,46,65,50,65,133,244,273,120,153,99
12028,346,26,0,6,7,0,7,9,17,12,39,36,43,70,40,17,17
12029,387,0,12,3,5,37,37,11,8,20,12,31,98,45,8,43,17
12031,48,3,0,0,3,3,0,3,6,3,3,17,3,4,0,0,0
12032,360,25,13,5,8,51,23,40,14,20,15,39,67,21,11,3,5
12033,3173,70,51,61,122,91,119,311,131,72,232,286,593,377,299,217,141
12035,344,8,50,3,48,6,71,19,13,0,26,21,46,3,28,0,2
12036,96,14,6,5,7,0,8,5,9,3,11,19,9,0,0,0,0
12037,1697,117,95,115,104,25,54,78,72,69,95,112,266,203,91,88,113
12040,58,0,0,0,3,0,3,12,5,0,8,18,3,6,0,0,0
12041,197,0,0,0,10,0,42,0,8,34,0,29,34,31,0,9,0
12042,85,8,0,24,8,0,8,0,7,7,0,6,17,0,0,0,0
12043,3072,251,282,146,156,186,121,130,142,103,181,358,472,246,74,95,129
12045,148,12,0,10,0,29,10,23,0,22,0,19,11,0,12,0,0
12046,328,34,0,11,0,12,15,16,0,31,26,25,55,58,20,16,9
12047,8487,698,369,594,451,369,498,311,563,421,818,811,1030,604,430,306,214
12051,1566,61,148,88,19,72,152,126,49,35,117,152,179,141,76,74,77
12052,641,33,6,7,38,27,0,23,37,30,68,87,85,84,47,64,5
12053,1605,21,32,47,50,23,76,32,39,39,87,245,250,237,201,148,78
12054,6682,128,133,130,157,107,82,117,413,264,486,660,790,854,649,863,849
12056,797,15,38,9,5,26,5,21,4,8,18,135,142,112,122,102,35
12057,833,0,33,43,71,21,52,47,91,20,83,161,78,68,48,12,5
12058,681,64,46,7,18,29,20,35,16,39,70,45,67,134,42,49,0
12059,687,0,18,29,26,19,12,38,49,24,68,65,65,133,30,67,44
12060,568,6,36,20,13,42,36,29,29,4,44,37,100,28,30,67,47
12061,3809,58,45,88,112,68,18,203,218,86,341,594,472,585,308,359,254
12062,670,2,14,17,55,26,25,46,21,38,49,77,85,71,63,81,0
12063,190,0,0,0,0,42,0,0,0,0,26,0,15,29,0,42,36
12064,214,35,5,11,23,23,0,6,14,0,17,18,57,5,0,0,0
12065,17330,299,374,275,622,683,494,752,784,706,1414,1670,2467,2080,1629,1695,1386
12066,771,21,11,15,37,35,48,50,28,25,104,89,133,81,47,33,14
12067,548,9,23,10,0,25,38,26,59,22,18,87,80,35,54,31,31
12068,1155,50,71,116,79,77,27,73,30,48,99,160,114,136,51,0,24
12069,64,0,9,5,10,0,0,0,0,0,4,0,6,30,0,0,0
12070,606,2,42,54,30,50,24,34,12,10,22,117,62,106,14,11,16
12071,105,0,0,5,5,15,8,9,3,0,13,12,17,4,14,0,0
12072,905,37,57,66,60,30,62,75,37,44,98,78,123,65,33,17,23
12074,1180,42,22,24,24,56,71,19,62,37,84,125,220,122,144,81,47
12075,1258,24,24,113,31,110,33,95,37,41,90,135,115,87,256,43,24
12076,651,33,33,33,33,27,32,38,27,27,55,98,118,64,14,13,6
12077,2421,88,11,57,142,28,71,118,125,19,36,290,467,370,107,276,216
12078,9707,962,777,751,809,544,542,517,390,443,907,936,870,659,371,123,106
12083,1475,38,48,20,105,131,86,63,82,67,139,97,153,243,87,99,17
12084,1969,137,24,67,60,12,61,115,134,78,190,159,329,222,159,111,111
12085,163,0,0,11,13,26,0,0,0,10,27,44,11,21,0,0,0
12086,642,27,17,18,48,12,33,27,28,21,68,56,147,59,32,26,23
12087,362,12,5,22,7,0,15,13,40,22,49,52,95,22,8,0,0
12089,72,12,0,0,0,0,0,0,0,0,0,30,30,0,0,0,0
12090,2509,198,132,163,134,114,161,155,42,74,225,345,261,348,84,52,21
12092,431,15,3,0,57,0,43,95,41,15,12,51,19,48,30,0,2
12093,737,45,50,26,37,30,44,61,22,35,91,70,123,23,38,32,10
12094,908,22,53,0,90,6,62,53,15,25,49,88,145,99,134,40,27
12095,4968,270,298,165,276,244,366,495,415,244,378,439,483,399,290,91,115
12106,1034,10,27,92,63,20,31,59,39,25,83,94,198,90,47,90,66
12108,159,0,12,16,7,0,4,9,9,10,12,28,4,27,7,7,7
12110,7593,300,145,284,299,403,397,292,285,135,575,655,1117,965,564,704,473
12115,132,0,0,8,0,0,0,9,0,0,33,9,35,0,11,7,20
12116,858,39,6,43,46,30,107,90,58,52,102,107,126,25,7,10,10
12117,1470,140,86,25,68,50,101,29,96,61,218,175,191,111,60,43,16
12118,5992,339,303,282,259,257,250,213,256,241,429,669,1062,566,404,279,183
12120,271,22,34,3,12,10,10,14,21,13,8,27,27,26,15,13,16
12121,696,0,19,32,8,73,31,8,6,30,69,136,137,66,58,23,0
12122,1895,120,120,151,172,80,93,122,87,91,114,271,245,101,65,28,35
12123,2161,108,67,86,139,98,87,191,87,105,130,193,259,258,213,67,73
12124,245,8,7,0,11,18,8,14,6,0,6,17,7,74,0,44,25
12125,615,31,14,54,32,30,97,9,13,19,98,60,89,33,5,26,5
12130,355,15,0,14,0,14,27,13,38,0,17,25,65,60,67,0,0
12131,43,4,6,0,0,2,2,8,2,0,1,2,11,3,0,2,0
12132,85,0,14,0,0,0,0,0,23,0,0,24,24,0,0,0,0
12134,1518,93,67,52,114,110,89,88,70,74,175,144,167,166,40,45,24
12136,302,0,9,18,0,0,12,0,9,0,27,26,50,17,13,65,56
12137,664,36,31,19,5,33,64,59,40,10,27,71,107,57,63,35,7
12138,1320,40,36,36,50,47,83,71,110,49,123,270,197,63,68,55,22
12139,61,0,6,3,4,5,4,3,3,4,2,6,10,4,5,1,1
12140,568,0,9,10,31,0,9,60,29,7,31,77,159,63,43,40,0
12143,2084,133,86,114,105,28,157,28,110,255,232,237,282,119,117,34,47
12144,8692,519,575,414,348,287,421,313,257,371,607,1217,1251,923,444,404,341
12147,210,10,0,35,11,19,6,4,11,4,4,31,40,19,0,16,0
12148,1858,28,16,102,18,89,42,73,46,0,171,141,215,294,262,148,213
12149,931,52,53,102,43,25,49,94,10,36,96,58,151,87,54,18,3
12150,349,18,7,23,8,14,7,37,8,7,18,23,87,54,20,10,8
12151,317,8,3,24,0,18,19,15,0,8,22,39,59,47,29,15,11
12153,306,0,27,3,0,0,4,0,31,5,55,29,73,57,5,5,12
12154,1065,8,54,61,25,51,34,52,73,13,51,103,137,124,148,101,30
12155,734,40,31,89,37,42,73,23,26,28,61,134,84,37,13,11,5
12156,352,0,10,0,21,36,0,6,63,0,33,19,46,32,35,51,0
12157,1782,76,104,90,38,74,146,101,89,62,220,141,169,201,79,90,102
12158,2477,94,26,46,62,156,107,42,65,58,240,288,431,329,229,219,85
12159,3200,34,61,121,35,150,39,81,159,80,151,406,441,378,169,352,543
12160,400,50,11,3,38,15,10,10,9,17,39,35,69,40,16,33,5
12161,41,0,0,0,0,14,11,0,0,0,0,0,0,0,16,0,0
12164,95,5,3,7,1,1,7,0,8,4,21,12,10,7,5,0,4
12165,99,16,0,0,0,0,0,12,0,3,8,3,16,18,10,2,11
12166,485,21,32,34,22,20,29,43,24,9,56,50,61,40,36,5,3
12167,1036,82,101,42,67,78,35,48,23,63,104,111,122,43,80,12,25
12168,817,77,10,3,23,46,95,33,67,24,44,66,161,90,30,29,19
12169,150,0,20,0,27,0,0,0,12,17,6,25,7,8,18,10,0
12170,1755,60,69,58,54,110,56,39,112,66,122,246,299,239,150,42,33
12172,132,13,0,5,30,0,14,0,6,14,17,21,12,0,0,0,0
12173,697,39,15,14,23,16,9,34,40,52,58,85,131,88,31,46,16
12174,102,0,23,0,0,0,0,0,9,0,12,7,12,7,14,18,0
12175,275,27,13,16,11,8,22,16,0,17,51,23,21,23,19,8,0
12176,122,0,15,0,0,10,17,0,0,0,0,8,49,0,18,5,0
12177,263,0,6,0,7,20,0,10,28,7,0,42,0,51,59,33,0
12180,21419,1975,1542,1165,1201,1086,953,821,1102,1027,1712,1894,2639,1528,1224,1035,515
12182,6109,435,394,377,425,549,438,329,246,307,418,623,611,417,272,204,64
12183,1058,56,42,49,33,36,133,46,56,34,105,166,148,65,27,55,7
12184,2569,70,68,90,78,35,94,176,105,77,187,245,467,360,161,169,187
12185,825,40,29,6,5,28,76,13,54,38,52,48,160,100,55,98,23
12186,2562,17,64,52,57,141,52,78,124,73,251,221,421,251,213,312,235
12187,222,7,17,17,9,11,20,3,15,14,11,3,65,8,12,10,0
12188,4799,220,89,227,276,158,236,168,203,125,389,742,746,484,213,222,301
12189,7880,488,420,466,465,465,504,473,382,461,665,816,963,614,214,360,124
12190,298,20,19,27,9,24,27,18,17,7,15,58,22,18,11,4,2
12192,718,24,19,32,22,27,60,22,33,76,80,89,89,41,59,14,31
12193,764,0,26,54,35,20,12,23,11,54,67,73,146,61,105,53,24
12194,82,12,12,9,0,0,0,2,7,0,7,7,19,0,3,4,0
12195,112,16,0,13,0,0,12,14,0,18,0,14,15,0,10,0,0
12196,1218,14,46,7,17,7,108,35,18,9,90,56,277,122,141,161,110
12197,976,68,53,50,39,40,58,79,3,86,67,72,151,93,70,43,4
12198,2855,70,25,86,127,85,67,72,115,102,261,262,575,405,221,184,198
12202,4016,721,456,402,276,305,372,217,156,50,234,150,436,115,22,76,28
12203,13312,932,904,784,437,687,535,758,772,371,1215,1355,1643,1249,742,527,401
12204,3238,219,168,200,218,167,78,247,174,124,284,409,381,191,141,112,125
12205,11460,340,592,428,452,454,600,554,542,385,996,1236,1996,1385,674,571,255
12206,5966,1159,560,591,478,417,308,282,240,164,346,517,408,240,102,96,58
12207,885,377,251,64,42,16,0,18,20,5,20,19,53,0,0,0,0
12208,9331,754,543,509,534,523,346,434,264,185,783,932,1090,1047,536,621,230
12209,4420,114,342,60,308,109,314,154,213,127,524,551,850,230,311,170,43
12210,4611,481,486,375,338,245,185,176,257,252,349,486,293,259,191,172,66
12211,4341,125,87,108,141,135,72,84,251,107,249,417,567,615,377,471,535
12222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12302,10699,454,378,482,389,307,404,427,573,384,956,1270,1689,1274,688,734,290
12303,11184,612,647,453,476,552,567,538,339,522,889,1174,1605,978,605,756,471
12304,8227,602,458,507,539,397,675,425,528,358,669,945,1054,554,202,174,140
12305,2343,320,290,250,234,153,87,142,133,66,128,256,112,63,32,0,77
12306,9712,350,386,417,520,471,396,463,413,459,1064,1111,1357,1142,470,481,212
12307,2507,578,303,311,298,158,111,121,55,50,201,138,110,42,21,8,2
12308,5398,399,538,459,271,380,233,305,193,205,446,654,553,370,104,188,100
12309,11143,312,293,193,324,360,235,284,290,294,833,1198,1692,1546,1058,1210,1021
12401,14373,891,1258,828,981,790,823,760,730,635,1239,1585,1464,986,460,525,418
12404,1479,73,9,59,46,91,101,94,38,62,54,133,197,142,98,34,248
12405,248,21,0,19,19,0,0,38,12,18,38,31,38,14,0,0,0
12406,391,47,57,41,20,0,14,4,38,5,39,37,29,38,0,2,20
12407,80,7,4,7,0,11,3,0,0,0,5,5,5,26,0,0,7
12409,352,24,16,24,0,42,13,21,0,8,31,18,20,60,23,6,46
12410,311,0,0,37,30,0,45,0,2,0,29,48,23,37,38,22,0
12411,169,0,18,0,0,9,0,0,7,27,10,24,66,8,0,0,0
12412,352,33,68,17,0,8,0,9,11,35,38,49,43,0,18,13,10
12413,1151,126,56,76,178,64,52,92,24,16,50,137,90,54,109,0,27
